code,gana,gana_name,dhatu_slp1,dhatu_iast,dhatu_deva,artha_slp1,artha_iast,artha_deva
01.0273,1,bhvādi,lAja~,lāja,लाज,Barjane Bartsane ca,bharjane bhartsane ca,भर्जने भर्त्सने च
01.0274,1,bhvādi,lAji~,lāji,लाजि,Barjane Bartsane ca,bharjane bhartsane ca,भर्जने भर्त्सने च
01.0275,1,bhvādi,jaja~,jaja,जज,yudDe,yuddhe,युद्धे
01.0276,1,bhvādi,jaji~,jaji,जजि,yudDe,yuddhe,युद्धे
01.0277,1,bhvādi,tuja~,tuja,तुज,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0278,1,bhvādi,tuji~,tuji,तुजि,pAlane,pālane,पालने
01.0279,1,bhvādi,gaja~,gaja,गज,Sabde madane ca,śabde madane ca,शब्दे मदने च
01.0280,1,bhvādi,gaji~,gaji,गजि,Sabde,śabde,शब्दे
01.0281,1,bhvādi,gfja~,gṛja,गृज,Sabde,śabde,शब्दे
01.0282,1,bhvādi,gfji~,gṛji,गृजि,garjane,garjane,गर्जने
01.0283,1,bhvādi,muja~,muja,मुज,Sabde,śabde,शब्दे
01.0284,1,bhvādi,muji~,muji,मुजि,Sabde,śabde,शब्दे
01.0285,1,bhvādi,vaja~,vaja,वज,gatO,gatau,गतौ
01.0286,1,bhvādi,vraja~,vraja,व्रज,gatO,gatau,गतौ
01.0287,1,bhvādi,awwa~\,aṭṭa,अट्ट,atikramahiMsayoH,atikramahiṃsayoḥ,अतिक्रमहिंसयोः
01.0288,1,bhvādi,vezwa~\,veṣṭa,वेष्ट,vezwane,veṣṭane,वेष्टने
01.0289,1,bhvādi,cezwa~\,ceṣṭa,चेष्ट,cezwAyAm,ceṣṭāyām,चेष्टायाम्
01.0290,1,bhvādi,gozwa~\,goṣṭa,गोष्ट,saNGAte,saṅghāte,सङ्घाते
01.0291,1,bhvādi,lozwa~\,loṣṭa,लोष्ट,saNGAte,saṅghāte,सङ्घाते
01.0292,1,bhvādi,Gawwa~\,ghaṭṭa,घट्ट,calane,calane,चलने
01.0293,1,bhvādi,sPuwa~\,sphuṭa,स्फुट,vikasane,vikasane,विकसने
01.0294,1,bhvādi,aWi~\,aṭhi,अठि,gatO,gatau,गतौ
01.0295,1,bhvādi,vaWi~\,vaṭhi,वठि,ekacaryAyAm,ekacaryāyām,एकचर्यायाम्
01.0296,1,bhvādi,maWi~\,maṭhi,मठि,Soke,śoke,शोके
01.0297,1,bhvādi,kaWi~\,kaṭhi,कठि,Soke,śoke,शोके
01.0298,1,bhvādi,muWi~\,muṭhi,मुठि,pAlane,pālane,पालने
01.0299,1,bhvādi,heWa~\,heṭha,हेठ,vibADAyAm,vibādhāyām,विबाधायाम्
01.0300,1,bhvādi,eWa~\,eṭha,एठ,vibADAyAm,vibādhāyām,विबाधायाम्
01.0301,1,bhvādi,hiqi~\,hiḍi,हिडि,gatyanAdarayoH,gatyanādarayoḥ,गत्यनादरयोः
01.0302,1,bhvādi,huqi~\,huḍi,हुडि,saNGAte,saṅghāte,सङ्घाते
01.0303,1,bhvādi,kuqi~\,kuḍi,कुडि,dAhe,dāhe,दाहे
01.0304,1,bhvādi,vaqi~\,vaḍi,वडि,viBAjane,vibhājane,विभाजने
01.0305,1,bhvādi,maqi~\,maḍi,मडि,viBAjane,vibhājane,विभाजने
01.0306,1,bhvādi,Baqi~\,bhaḍi,भडि,pariBAzaRe,paribhāṣaṇe,परिभाषणे
01.0307,1,bhvādi,piqi~\,piḍi,पिडि,saNGAte,saṅghāte,सङ्घाते
01.0308,1,bhvādi,muqi~\,muḍi,मुडि,mArjane,mārjane,मार्जने
01.0309,1,bhvādi,tuqi~\,tuḍi,तुडि,toqane,toḍane,तोडने
01.0310,1,bhvādi,huqi~\,huḍi,हुडि,varaRe haraRe ca,varaṇe haraṇe ca,वरणे हरणे च
01.0311,1,bhvādi,sPuqi~\,sphuḍi,स्फुडि,vikasane,vikasane,विकसने
01.0312,1,bhvādi,caqi~\,caḍi,चडि,kope,kope,कोपे
01.0313,1,bhvādi,Saqi~\,śaḍi,शडि,rujAyAM saNGAte ca,rujāyāṃ saṅghāte ca,रुजायां सङ्घाते च
01.0314,1,bhvādi,taqi~\,taḍi,तडि,tAqane,tāḍane,ताडने
01.0315,1,bhvādi,paqi~\,paḍi,पडि,gatO,gatau,गतौ
01.0316,1,bhvādi,kaqi~\,kaḍi,कडि,made,made,मदे
01.0317,1,bhvādi,Kaqi~\,khaḍi,खडि,manTe,manthe,मन्थे
01.0318,1,bhvādi,heqf~\,heḍṛ,हेडृ,anAdare,anādare,अनादरे
01.0319,1,bhvādi,hoqf~\,hoḍṛ,होडृ,anAdare,anādare,अनादरे
01.0320,1,bhvādi,bAqf~\,bāḍṛ,बाडृ,AplAvye,āplāvye,आप्लाव्ये
01.0321,1,bhvādi,vAqf~\,vāḍṛ,वाडृ,AplAvye,āplāvye,आप्लाव्ये
01.0322,1,bhvādi,drAqf~\,drāḍṛ,द्राडृ,viSaraRe,viśaraṇe,विशरणे
01.0323,1,bhvādi,DrAqf~\,dhrāḍṛ,ध्राडृ,viSaraRe,viśaraṇe,विशरणे
01.0324,1,bhvādi,SAqf~\,śāḍṛ,शाडृ,SlAGAyAm,ślāghāyām,श्लाघायाम्
01.0325,1,bhvādi,SOwf~,śauṭṛ,शौटृ,garve,garve,गर्वे
01.0326,1,bhvādi,yOwf~,yauṭṛ,यौटृ,banDe,bandhe,बन्धे
01.0327,1,bhvādi,meqf~,meḍṛ,मेडृ,unmAde,unmāde,उन्मादे
01.0328,1,bhvādi,mreqf~,mreḍṛ,म्रेडृ,unmAde,unmāde,उन्मादे
01.0329,1,bhvādi,mlewf~,mleṭṛ,म्लेटृ,unmAde,unmāde,उन्मादे
01.0330,1,bhvādi,cawe~,caṭe,चटे,varzAvaraRayoH,varṣāvaraṇayoḥ,वर्षावरणयोः
01.0331,1,bhvādi,kawe~,kaṭe,कटे,varzAvaraRayoH,varṣāvaraṇayoḥ,वर्षावरणयोः
01.0332,1,bhvādi,awa~,aṭa,अट,gatO,gatau,गतौ
01.0333,1,bhvādi,pawa~,paṭa,पट,gatO,gatau,गतौ
01.0334,1,bhvādi,rawa~,raṭa,रट,pariBAzaRe,paribhāṣaṇe,परिभाषणे
01.0335,1,bhvādi,lawa~,laṭa,लट,bAlye,bālye,बाल्ये
01.0336,1,bhvādi,Sawa~,śaṭa,शट,rujAviSaraRagatyavasAdanezu,rujāviśaraṇagatyavasādaneṣu,रुजाविशरणगत्यवसादनेषु
01.0337,1,bhvādi,vawa~,vaṭa,वट,vezwane,veṣṭane,वेष्टने
01.0338,1,bhvādi,kiwa~,kiṭa,किट,trAse,trāse,त्रासे
01.0339,1,bhvādi,Kiwa~,khiṭa,खिट,trAse,trāse,त्रासे
01.0340,1,bhvādi,Siwa~,śiṭa,शिट,anAdare,anādare,अनादरे
01.0341,1,bhvādi,ziwa~,ṣiṭa,षिट,anAdare,anādare,अनादरे
01.0342,1,bhvādi,jawa~,jaṭa,जट,saNGAte,saṅghāte,सङ्घाते
01.0343,1,bhvādi,Jawa~,jhaṭa,झट,saNGAte,saṅghāte,सङ्घाते
01.0344,1,bhvādi,Bawa~,bhaṭa,भट,BftO,bhṛtau,भृतौ
01.0345,1,bhvādi,tawa~,taṭa,तट,ucCrAye,ucchrāye,उच्छ्राये
01.0346,1,bhvādi,Kawa~,khaṭa,खट,kANkzAyAm,kāṅkṣāyām,काङ्क्षायाम्
01.0347,1,bhvādi,Rawa~,ṇaṭa,णट,nfttO,nṛttau,नृत्तौ
01.0348,1,bhvādi,piwa~,piṭa,पिट,SabdasaNGAtayoH,śabdasaṅghātayoḥ,शब्दसङ्घातयोः
01.0349,1,bhvādi,hawa~,haṭa,हट,dIptO,dīptau,दीप्तौ
01.0350,1,bhvādi,zawa~,ṣaṭa,षट,avayave,avayave,अवयवे
01.0351,1,bhvādi,luwa~,luṭa,लुट,viloqane,viloḍane,विलोडने
01.0352,1,bhvādi,luqa~,luḍa,लुड,viloqane,viloḍane,विलोडने
01.0353,1,bhvādi,ciwa~,ciṭa,चिट,paraprEzye,parapraiṣye,परप्रैष्ये
01.0354,1,bhvādi,viwa~,viṭa,विट,Sabde,śabde,शब्दे
01.0355,1,bhvādi,biwa~,biṭa,बिट,AkroSe,ākrośe,आक्रोशे
01.0356,1,bhvādi,hiwa~,hiṭa,हिट,AkroSe,ākrośe,आक्रोशे
01.0357,1,bhvādi,iwa~,iṭa,इट,gatO,gatau,गतौ
01.0358,1,bhvādi,kiwa~,kiṭa,किट,gatO,gatau,गतौ
01.0359,1,bhvādi,kawI~,kaṭī,कटी,gatO,gatau,गतौ
01.0360,1,bhvādi,cuwi~,cuṭi,चुटि,alpIBAve,alpībhāve,अल्पीभावे
01.0361,1,bhvādi,maqi~,maḍi,मडि,BUzAyAm,bhūṣāyām,भूषायाम्
01.0362,1,bhvādi,kuqi~,kuḍi,कुडि,vEkalye,vaikalye,वैकल्ये
01.0363,1,bhvādi,kuWi~,kuṭhi,कुठि,vEkalye,vaikalye,वैकल्ये
01.0364,1,bhvādi,muqa~,muḍa,मुड,mardane,mardane,मर्दने
01.0365,1,bhvādi,pruqa~,pruḍa,प्रुड,mardane vimardane,mardane vimardane,मर्दने विमर्दने
01.0366,1,bhvādi,muwa~,muṭa,मुट,mardane,mardane,मर्दने
01.0367,1,bhvādi,puqa~,puḍa,पुड,mardane,mardane,मर्दने
01.0368,1,bhvādi,cuqi~,cuḍi,चुडि,alpIBAve,alpībhāve,अल्पीभावे
01.0369,1,bhvādi,muqi~,muḍi,मुडि,KaRqane,khaṇḍane,खण्डने
01.0370,1,bhvādi,puqi~,puḍi,पुडि,KaRqane,khaṇḍane,खण्डने
01.0371,1,bhvādi,ruwi~,ruṭi,रुटि,steye,steye,स्तेये
01.0372,1,bhvādi,luwi~,luṭi,लुटि,steye,steye,स्तेये
01.0373,1,bhvādi,ruWi~,ruṭhi,रुठि,steye,steye,स्तेये
01.0374,1,bhvādi,luWi~,luṭhi,लुठि,steye,steye,स्तेये
01.0375,1,bhvādi,ruqi~,ruḍi,रुडि,steye,steye,स्तेये
01.0376,1,bhvādi,luqi~,luḍi,लुडि,steye,steye,स्तेये
01.0377,1,bhvādi,vawi~,vaṭi,वटि,viBAjane,vibhājane,विभाजने
01.0378,1,bhvādi,sPawi~,sphaṭi,स्फटि,viSaraRe,viśaraṇe,विशरणे
01.0379,1,bhvādi,sPuwi~r,sphuṭir,स्फुटिर्,viSaraRe,viśaraṇe,विशरणे
01.0380,1,bhvādi,sPuwi~,sphuṭi,स्फुटि,viSaraRe,viśaraṇe,विशरणे
01.0381,1,bhvādi,paWa~,paṭha,पठ,vyaktAyAM vAci,vyaktāyāṃ vāci,व्यक्तायां वाचि
01.0382,1,bhvādi,vaWa~,vaṭha,वठ,sTOlye,sthaulye,स्थौल्ये
01.0383,1,bhvādi,hOqf~,hauḍṛ,हौडृ,gatO,gatau,गतौ
01.0384,1,bhvādi,maWa~,maṭha,मठ,madanivAsayoH,madanivāsayoḥ,मदनिवासयोः
01.0385,1,bhvādi,kaWa~,kaṭha,कठ,kfcCrajIvane,kṛcchrajīvane,कृच्छ्रजीवने
01.0386,1,bhvādi,raWa~,raṭha,रठ,pariBAzaRe,paribhāṣaṇe,परिभाषणे
01.0387,1,bhvādi,rawa~,raṭa,रट,pariBAzaRe,paribhāṣaṇe,परिभाषणे
01.0388,1,bhvādi,haWa~,haṭha,हठ,plutiSaWatvayoH balAtkAre ca,plutiśaṭhatvayoḥ balātkāre ca,प्लुतिशठत्वयोः बलात्कारे च
01.0389,1,bhvādi,ruWa~,ruṭha,रुठ,upaGAte,upaghāte,उपघाते
01.0390,1,bhvādi,luWa~,luṭha,लुठ,upaGAte,upaghāte,उपघाते
01.0391,1,bhvādi,UWa~,ūṭha,ऊठ,upaGAte,upaghāte,उपघाते
01.0392,1,bhvādi,uWa~,uṭha,उठ,upaGAte,upaghāte,उपघाते
01.0393,1,bhvādi,piWa~,piṭha,पिठ,hiMsAsaNkleSanayoH,hiṃsāsaṅkleśanayoḥ,हिंसासङ्क्लेशनयोः
01.0394,1,bhvādi,SaWa~,śaṭha,शठ,kEtave hiMsAsaNkleSanayoH dyUte sparDAyAM ca,kaitave hiṃsāsaṅkleśanayoḥ dyūte spardhāyāṃ ca,कैतवे हिंसासङ्क्लेशनयोः द्यूते स्पर्धायां च
01.0395,1,bhvādi,SuWa~,śuṭha,शुठ,pratiGAte gatipratiGAte ca,pratighāte gatipratighāte ca,प्रतिघाते गतिप्रतिघाते च
01.0396,1,bhvādi,SUWa~,śūṭha,शूठ,gatipratiGAte,gatipratighāte,गतिप्रतिघाते
01.0397,1,bhvādi,kuWi~,kuṭhi,कुठि,pratiGAte,pratighāte,प्रतिघाते
01.0398,1,bhvādi,luWi~,luṭhi,लुठि,Alasye pratiGAte ca,ālasye pratighāte ca,आलस्ये प्रतिघाते च
01.0399,1,bhvādi,SuWi~,śuṭhi,शुठि,SozaRe,śoṣaṇe,शोषणे
01.0400,1,bhvādi,ruWi~,ruṭhi,रुठि,gatO,gatau,गतौ
01.0401,1,bhvādi,luWi~,luṭhi,लुठि,gatO,gatau,गतौ
01.0402,1,bhvādi,cuqqa~,cuḍḍa,चुड्ड,BAvakaraRe,bhāvakaraṇe,भावकरणे
01.0403,1,bhvādi,aqqa~,aḍḍa,अड्ड,aBiyoge,abhiyoge,अभियोगे
01.0404,1,bhvādi,kaqqa~,kaḍḍa,कड्ड,kArkaSye,kārkaśye,कार्कश्ये
01.0405,1,bhvādi,krIqf~,krīḍṛ,क्रीडृ,vihAre,vihāre,विहारे
01.0406,1,bhvādi,tuqf~,tuḍṛ,तुडृ,toqane,toḍane,तोडने
01.0407,1,bhvādi,tUqf~,tūḍṛ,तूडृ,toqane,toḍane,तोडने
01.0408,1,bhvādi,huqf~,huḍṛ,हुडृ,gatO,gatau,गतौ
01.0409,1,bhvādi,hUqf~,hūḍṛ,हूडृ,gatO,gatau,गतौ
01.0410,1,bhvādi,hoqf~,hoḍṛ,होडृ,gatO,gatau,गतौ
01.0411,1,bhvādi,rOqf~,rauḍṛ,रौडृ,anAdare,anādare,अनादरे
01.0412,1,bhvādi,roqf~,roḍṛ,रोडृ,unmAde,unmāde,उन्मादे
01.0413,1,bhvādi,loqf~,loḍṛ,लोडृ,unmAde,unmāde,उन्मादे
01.0414,1,bhvādi,aqa~,aḍa,अड,udyame,udyame,उद्यमे
01.0415,1,bhvādi,laqa~,laḍa,लड,vilAse,vilāse,विलासे
01.0416,1,bhvādi,lala~,lala,लल,vilAse,vilāse,विलासे
01.0417,1,bhvādi,kaqa~,kaḍa,कड,made,made,मदे
01.0418,1,bhvādi,kaqi~,kaḍi,कडि,made,made,मदे
01.0419,1,bhvādi,gaqi~,gaḍi,गडि,vadanEkadeSe,vadanaikadeśe,वदनैकदेशे
01.0420,1,bhvādi,ti\pf~\,tipṛ,तिपृ,kzaraRe,kṣaraṇe,क्षरणे
01.0421,1,bhvādi,tepf~\,tepṛ,तेपृ,kzaraRe kampane ca,kṣaraṇe kampane ca,क्षरणे कम्पने च
01.0422,1,bhvādi,zwipf~\,ṣṭipṛ,ष्टिपृ,kzaraRe,kṣaraṇe,क्षरणे
01.0423,1,bhvādi,zwepf~\,ṣṭepṛ,ष्टेपृ,kzaraRe,kṣaraṇe,क्षरणे
01.0424,1,bhvādi,glepf~\,glepṛ,ग्लेपृ,dEnye,dainye,दैन्ये
01.0425,1,bhvādi,wuvepf~\,ṭuvepṛ,टुवेपृ,kampane,kampane,कम्पने
01.0426,1,bhvādi,kepf~\,kepṛ,केपृ,kampane gatO ca,kampane gatau ca,कम्पने गतौ च
01.0427,1,bhvādi,gepf~\,gepṛ,गेपृ,kampane gatO ca,kampane gatau ca,कम्पने गतौ च
01.0428,1,bhvādi,glepf~\,glepṛ,ग्लेपृ,kampane gatO ca,kampane gatau ca,कम्पने गतौ च
01.0429,1,bhvādi,mepf~\,mepṛ,मेपृ,gatO,gatau,गतौ
01.0430,1,bhvādi,repf~\,repṛ,रेपृ,gatO,gatau,गतौ
01.0431,1,bhvādi,lepf~\,lepṛ,लेपृ,gatO,gatau,गतौ
01.0432,1,bhvādi,hepf~\,hepṛ,हेपृ,gatO,gatau,गतौ
01.0433,1,bhvādi,Depf~\,dhepṛ,धेपृ,gatO,gatau,गतौ
01.0434,1,bhvādi,trapU~\z,trapūṣ,त्रपूष्,lajjAyAm,lajjāyām,लज्जायाम्
01.0435,1,bhvādi,kapi~\,kapi,कपि,calane,calane,चलने
01.0436,1,bhvādi,rabi~\,rabi,रबि,Sabde,śabde,शब्दे
01.0437,1,bhvādi,labi~\,labi,लबि,Sabde,śabde,शब्दे
01.0438,1,bhvādi,abi~\,abi,अबि,Sabde,śabde,शब्दे
01.0439,1,bhvādi,labi~\,labi,लबि,avasraMsane Sabde ca,avasraṃsane śabde ca,अवस्रंसने शब्दे च
01.0440,1,bhvādi,kabf~\,kabṛ,कबृ,varRe,varṇe,वर्णे
01.0441,1,bhvādi,klIbf~\,klībṛ,क्लीबृ,aDArzwye,adhārṣṭye,अधार्ष्ट्ये
01.0442,1,bhvādi,kzIbf~\,kṣībṛ,क्षीबृ,made,made,मदे
01.0443,1,bhvādi,kzIvf~\,kṣīvṛ,क्षीवृ,made,made,मदे
01.0444,1,bhvādi,SIBf~\,śībhṛ,शीभृ,katTane,katthane,कत्थने
01.0445,1,bhvādi,lOqf~,lauḍṛ,लौडृ,unmAde,unmāde,उन्मादे
01.0446,1,bhvādi,cIBf~\,cībhṛ,चीभृ,katTane,katthane,कत्थने
01.0447,1,bhvādi,reBf~\,rebhṛ,रेभृ,Sabde,śabde,शब्दे
01.0448,1,bhvādi,aBi~\,abhi,अभि,Sabde,śabde,शब्दे
01.0449,1,bhvādi,raBi~\,rabhi,रभि,Sabde,śabde,शब्दे
01.0450,1,bhvādi,ziDu~,ṣidhu,षिधु,gatyAm,gatyām,गत्याम्
01.0451,1,bhvādi,zwaBi~\,ṣṭabhi,ष्टभि,pratibanDe,pratibandhe,प्रतिबन्धे
01.0452,1,bhvādi,skaBi~\,skabhi,स्कभि,pratibanDe,pratibandhe,प्रतिबन्धे
01.0453,1,bhvādi,jaBI~\,jabhī,जभी,gAtravinAme,gātravināme,गात्रविनामे
01.0454,1,bhvādi,jfBi~\,jṛbhi,जृभि,gAtravinAme,gātravināme,गात्रविनामे
01.0455,1,bhvādi,SalBa~\,śalbha,शल्भ,katTane,katthane,कत्थने
01.0456,1,bhvādi,valBa~\,valbha,वल्भ,Bojane,bhojane,भोजने
01.0457,1,bhvādi,galBa~\,galbha,गल्भ,DArzwye,dhārṣṭye,धार्ष्ट्ये
01.0458,1,bhvādi,SranBu~\,śranbhu,श्रन्भु,pramAde,pramāde,प्रमादे
01.0459,1,bhvādi,sranBu~\,sranbhu,स्रन्भु,pramAde,pramāde,प्रमादे
01.0460,1,bhvādi,zwuBu~\,ṣṭubhu,ष्टुभु,stamBe,stambhe,स्तम्भे
01.0461,1,bhvādi,gupU~,gupū,गुपू,rakzaRe,rakṣaṇe,रक्षणे
01.0462,1,bhvādi,DUpa~,dhūpa,धूप,santApe,santāpe,सन्तापे
01.0463,1,bhvādi,japa~,japa,जप,vyaktAyAM vAci mAnase ca,vyaktāyāṃ vāci mānase ca,व्यक्तायां वाचि मानसे च
01.0464,1,bhvādi,jalpa~,jalpa,जल्प,vyaktAyAM vAci,vyaktāyāṃ vāci,व्यक्तायां वाचि
01.0465,1,bhvādi,capa~,capa,चप,sAntvane,sāntvane,सान्त्वने
01.0466,1,bhvādi,zapa~,ṣapa,षप,samavAye,samavāye,समवाये
01.0467,1,bhvādi,rapa~,rapa,रप,vyaktAyAM vAci,vyaktāyāṃ vāci,व्यक्तायां वाचि
01.0468,1,bhvādi,lapa~,lapa,लप,vyaktAyAM vAci,vyaktāyāṃ vāci,व्यक्तायां वाचि
01.0469,1,bhvādi,cupa~,cupa,चुप,mandAyAM gatO,mandāyāṃ gatau,मन्दायां गतौ
01.0470,1,bhvādi,tupa~,tupa,तुप,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0471,1,bhvādi,tunpa~,tunpa,तुन्प,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0472,1,bhvādi,trupa~,trupa,त्रुप,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0473,1,bhvādi,trunpa~,trunpa,त्रुन्प,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0474,1,bhvādi,tuPa~,tupha,तुफ,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0475,1,bhvādi,tunPa~,tunpha,तुन्फ,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0476,1,bhvādi,truPa~,trupha,त्रुफ,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0477,1,bhvādi,trunPa~,trunpha,त्रुन्फ,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0478,1,bhvādi,parpa~,parpa,पर्प,gatO,gatau,गतौ
01.0479,1,bhvādi,raPa~,rapha,रफ,gatO,gatau,गतौ
01.0480,1,bhvādi,raPi~,raphi,रफि,gatO,gatau,गतौ
01.0481,1,bhvādi,arba~,arba,अर्ब,gatO,gatau,गतौ
01.0482,1,bhvādi,parba~,parba,पर्ब,gatO,gatau,गतौ
01.0483,1,bhvādi,larba~,larba,लर्ब,gatO,gatau,गतौ
01.0484,1,bhvādi,barba~,barba,बर्ब,gatO,gatau,गतौ
01.0485,1,bhvādi,marba~,marba,मर्ब,gatO,gatau,गतौ
01.0486,1,bhvādi,karba~,karba,कर्ब,gatO,gatau,गतौ
01.0487,1,bhvādi,Karba~,kharba,खर्ब,gatO,gatau,गतौ
01.0488,1,bhvādi,garba~,garba,गर्ब,gatO,gatau,गतौ
01.0489,1,bhvādi,Sarba~,śarba,शर्ब,gatO,gatau,गतौ
01.0490,1,bhvādi,zarba~,ṣarba,षर्ब,gatO,gatau,गतौ
01.0491,1,bhvādi,carba~,carba,चर्ब,gatO ardane ca,gatau ardane ca,गतौ अर्दने च
01.0492,1,bhvādi,kubi~,kubi,कुबि,CAdane AcCAdane ca,chādane ācchādane ca,छादने आच्छादने च
01.0493,1,bhvādi,lubi~,lubi,लुबि,ardane,ardane,अर्दने
01.0494,1,bhvādi,tubi~,tubi,तुबि,ardane,ardane,अर्दने
01.0495,1,bhvādi,cubi~,cubi,चुबि,vaktrasaMyoge,vaktrasaṃyoge,वक्त्रसंयोगे
01.0496,1,bhvādi,zfBu~,ṣṛbhu,षृभु,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0497,1,bhvādi,zfnBu~,ṣṛnbhu,षृन्भु,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0498,1,bhvādi,ziBu~,ṣibhu,षिभु,hiMsAyAm,hiṃsāyām,हिंसायाम्
01.0499,1,bhvādi,zinBu~,ṣinbhu,षिन्भु,hiMsAyAm,hiṃsāyām,हिंसायाम्
